postDate,helpful,reviewBody,starRating,verifiedPurchase,reviewTitle,name
"Reviewed in the United States on April 16, 2018",201 people found this helpful," Every now and again my screen blacks out, but just for a moment, less than a second, (think screenshot on your phone) and it's really weirding me out. It happens in irregular inconsistent intervals, sometimes days in between, sometimes only 5 minutes apart. I changed all the cables and adapters, I wrote back in Sept/Oct for a replacement but Amazon redirected me to the manufacturer. I sent the monitor to the Acer support center, and they sent me back the monitor with the diagnostic was no observed issues. So I bought this monitor to have an upgrade but wasn't a good choice.And here I'm with an annoying black flashing screen",1.0 out of 5 stars,Verified Purchase,Bad choice,Yohi
"Reviewed in the United States on October 2, 2018",127 people found this helpful,"This monitor is perfect. It has really good image quality, it has incredible black tones, and super quick response time. The size is the only thing that bothers me, but I would definitely buy another one of these monitors to have two displays. Believe me when I say that it is a really good monitor.",5.0 out of 5 stars,Verified Purchase,Beautiful,Leandro
"Reviewed in the United States on June 30, 2018",123 people found this helpful," I’ll start this off by saying the screen looks great and the visual quality is top notch. However when I received the monitor it only worked for about 2 days. Then every time I turned it on it started restarting over and over every 2 seconds. So I contacted the manufacturer and they decided I should send it to their repair facility and I had to pay for the $80 shipping (wouldn’t have been that big of a deal if they had actually fixed it). About 2 weeks goes by and they returned the exact same monitor to me with a note saying they could not duplicate the issue and that they turn it on and off a bunch of times to make sure it worked properly. I knew exactly what was about to happen as I put it together and plugged it into the wall. Sure enough, it started cycling on and off immediately. Changed outlets, jiggled the power cord and unplugged and replugged them in and nothing changed. “Could not duplicate cust reported issue” pretty convinced they never even took it out of the box. Video is after it was sent back from the repair facility. The photo is their comment after “testing it”",1.0 out of 5 stars,Verified Purchase,Manufacturer has poor customer support for defective product,Dan
"Reviewed in the United States on November 23, 2018",91 people found this helpful,MONITOR SAYS INPUT NOT SUPPORTED. I am using a HDMI cable and it will not support the input for some reason. I have changed HDMI cables thinking maybe I have a bad cable and I got the same message with a known good cable. I would not recommend this purchase until the resolved the problem. Same pc is using the same HDMI on a television and runs flawlessly,1.0 out of 5 stars,Verified Purchase,DOES NOT WORK,Colt
"Reviewed in the United States on December 1, 2016",259 people found this helpful,"This is a very good monitor for its price! I upgraded from a previous monitor that came with my Dell Inspiron that had Windows Vista LOL!. Very Old. Anyways my reason for upgrading:1) Using it as an external monitor for my macbook pro for college work.2) It connects to my xbox one s very nicely. Battlefield 1 and titan fall 2 looks awesome in this (in my opinion)BEFORE YOU BUY YOU MUST KNOW:1) the monitor does not tilt up or down.2) monitor does not rise in height and visa versa.3) the monitor does no rotateTo me this isn't a problem since my monitor is sitting on a monitor riser. However, if you are nit picky about this type of stuff, i recommend you look else where and compare!OVERALL THOUGHTS:1) set up is very easy! can be done in 5 minutes. Simply connect the circle base to the back of the monitor screen and you are done!Its a awesome monitor for its price!!",5.0 out of 5 stars,Verified Purchase,VERY GOOD MONITOR FOR ITS PRICE AND NO BACK LIGHT BLEEDING!!!!,Jonathan
"Reviewed in the United States on November 9, 2018",55 people found this helpful,"I purchased for my custom pc and dont have much money for an expensive monitor but this one is really makes it hard to consider other monitors for the price. The picture quality is very good even with VGA. I'm upgrading to a displayport to hdmi to see if that's even better. There are no speakers but there are adapters you can order that have audio jack port to install speakers or headphones. Highly recommend this monitor for anyone. Updated: I had trouble installing the base but got help from acer support who in the same process registered my product. I attached a picture of the base where you should place the metal plate. It may be obvious to place for some, but there were no instructions included",5.0 out of 5 stars,Verified Purchase,Great budget monitor,Robert Corzine
"Reviewed in the United States on October 20, 2018",66 people found this helpful,"The monitor blinks on and off. I've looked online, and apparently this is a common problem with Acer monitors. I've had one of theirs before, it didn't have this problem, but this one does. It might be cheap, but when it doesn't work, it's still a waste.",1.0 out of 5 stars,Verified Purchase,Monitor Blinks,Jim
"Reviewed in the United States on November 4, 2015","1,137 people found this helpful","I bought two of these monitors a few weeks ago and they've been pretty great so far (aside from one issue which is described below).The best part in my opinion is the the thin bezel which is accurately depicted in the pictures above. In case anyone was wondering, the bezel (including the part of the screen that doesn't display any picture) is about 1/4"" (7/32"" to be precise).I was worried about the base not being stable when I bought the monitors, but the monitors are actually surprisingly stable.The main reason I'm writing this review is to warn people about the backlight bleeding that is present on both of the monitors I received. The pattern of the backlight bleeding is exactly the same on both of the monitors, which leads me to believe that I didn't just get unlucky. Under normal circumstances, the image quality is great. However, if there's a dark image on the screen and I'm in a dark room (when watching a movie for example), the backlight bleeding is very apparent on the two upper corners of the screens. This isn't a huge issue for me since I usually have a light on in the room, but I'm sure it might bother some people. This seems like a pretty common issue on budget IPS monitors, so I wouldn't rule this monitor out unless you find a monitor that you know for sure doesn't have this same issue.",4.0 out of 5 stars,Verified Purchase,"Great monitor, but has a flaw",Amazon Customer
"Reviewed in the United States on December 28, 2018",51 people found this helpful,This is a great budget monitor. I was amazed by the quality of the screen and color display. I’m using this for both my MacBook Pro and Xbox one and I couldn’t not be any happier. Don’t know why people in these reviews are docking points for “not having a vesa mount” or “not including and adapter for Mac”. The description of the item easily tells you that before you buy this item. Why judge this monitor off of something it didn’t even advertise?,5.0 out of 5 stars,Verified Purchase,Read the descriptions...,Manpreet K.
"Reviewed in the United States on June 15, 2017",80 people found this helpful,"Great value for 1080 monitor.Clear pictureSimple simple assembly (or taking it apart)Strong baseWorks beautifully with MacBook AirREVISED AND WARNING FOR MACBOOK PRO 2017 USERS:The monitor, which worked beautifully with a MacBook Air, does NOT work with a MacBook Pro 2017. Acer must service it with a firmware update. You have to send the monitor back to them. Buyer beware.",3.0 out of 5 stars,Verified Purchase,Great monitor and value! NOT FOR MACBOOK PRO 2017 without hassle.,Morris Massel
"Reviewed in the United States on October 1, 2018",61 people found this helpful,screen shut down randomly after using 1 month. i have to reboot every time.,1.0 out of 5 stars,Verified Purchase,"after one month, die",Tim
"Reviewed in the United States on November 27, 2018",43 people found this helpful,"I purchased this monitor to replace a several years old, but nice Dell model. The build on this one feels light and cheap, but then it was 1/4th the cost of the previous monitor, and a monitor does not really have to put up with a lot of stress. I use it for work (browsing, reading, some graphics) and a little personal (video), but not gaming or anything intensive so cannot speak to that. What I did learn is that the input for video matters, a lot. Initially I connected the monitor using my current VGA cable (one reason I chose this particular monitor). The picture was fine, but I discovered that it did a poor job with any photo/video with dark tones. In a darker or shadowy picture, all detail was lost (the image looks almost black in some cases). This could not be remedied by adjusting contrast, etc. It was bad enough that I decided to shop around until I found an alternative monitor, at about double the cost. Just before initiating the return, on a whim, I changed the input to HDMI. I figured this was more about HD video quality, etc. But as soon as I made the switch, everything got better. Suddenly photos looked perfect, problem solved. This monitor does not come with an HDMI cable, so if you don't have one, I recommend purchasing one in addition. The only other thing that is worth knowing is that, as mentioned in the description, this monitor cannot be tilted. Because the base is round, propping it up is unstable. For me, its fine, I have it tilted up, and it sits on the desk. It would wobble at a bump, but its not really ever getting bumped.",4.0 out of 5 stars,Verified Purchase,Important which connection you use,Joe
"Reviewed in the United States on August 6, 2018",55 people found this helpful,"It’s a nice product especially considering the price. But please be aware it does not come with HDMI cable, if you do not have one, better order one together with this Monitor.",4.0 out of 5 stars,Verified Purchase,Generally say a great product.,AllenYoung
"Reviewed in the United States on July 29, 2018",53 people found this helpful,"You honestly can't beat that price. 89 USD. There is a gaming variant for 10 more, but really I feel it's nearly identical.",5.0 out of 5 stars,Verified Purchase,You honestly can't beat that price. 89 USD. ...,Terrance Earle
"Reviewed in the United States on March 6, 2019",37 people found this helpful,"Nice enough screen and a good price, but …* Contrary to several reader reviews and comments here, Acer confirms for me that the screen doesn't tilt, even a little. Unfortunate, since I bought this on the assumption it would. NOTE: The detailed manual for this screen (which does not ship with the screen; you have to download it from the Amazon or Acer websites) says it DOES tilt, but that manual (which is dated 2016) clearly doesn't reflect the product shipping in 2019.* Contrary to some posts here (and to the manual, which says they are ""optional""—not ""available separately,"" which would be clearer), the screen does not ship with an HDMI or audio cable.* The menu options for this are bewilderingly complex (download the manual) and not easy to navigate with the under-screen controls.Buyer beware. I returned mine to Amazon.",1.0 out of 5 stars,Verified Purchase,"Poor interface, outdated manual and DOES NOT TILT",Charles Meyerson
"Reviewed in the United States on October 10, 2018",43 people found this helpful,"The actual quality of the monitor is good, but the monitor itself has some issues with certain motherboards and/or GPUs. The monitor refuses to show the BIOS menu. (The menu actually loads but the monitor will display ""input not supported"" for the entire time, making it useless if you have to change one of those settings), but it works perfectly once the operating system reaches the login screen. I had to plug my computer into my TV to view the bios screen, and that worked, so I know that it's a monitor issue. Called up ACER support, said there was nothing they could do.",2.0 out of 5 stars,Verified Purchase,"Has a major Input / BIOS issue, support didn't help",Faysal
"Reviewed in the United States on October 18, 2018",34 people found this helpful,"I bought two of these monitors and I am extremely impressed. 1080P + IPS + 75Hz + FreeSync + Thin + Narrow bezels at this price is awesome.1080P at 21.5"" has a nice pixel density. Text is very crisp and sharp. Picture Quality wasn't bad out of the box but after some tweaking its looking great!75Hz refresh rate is still a NOTICEABLE improvement over 60Hz. This also costs far less than say a 144Hz monitor. Really a great gaming monitor if you are on a budget. I've only played some Quake Live on it thus far but I really don't notice any input lag or ghosting.FreeSync support - I am not using an AMD graphics card so I can't comment -- but its nice to have and ultimately is why this has a 75Hz refresh rate so no complaints :-)The monitor is impressively thin and having VGA and HDMI is great. No DisplayPort, but I wouldn't expect that on a monitor at this price point.I knocked off a star because I REALLY wish these had VESA mounting. I'm using two of these in a dual monitor setup and having VESA would be great to not only elevate them but also the monitors don't exactly line-up because you get a little bit of variation in tilt with the cheap plastic stands.",4.0 out of 5 stars,Verified Purchase,Amazing value / picture quality,Printers fP
"Reviewed in the United States on December 7, 2018",33 people found this helpful,"Henry wrote in his August 2018 review that this monitor has no tilt.Mine does., don't know why his doesn't. I almost didn't buy this monitor because of that but all of its other features at a very good price convinced me to do otherwise.I have seven computers (incl. 1 laptop) and I'll say, without reservation, this is the best monitor in the house.Lightweight, thin as thin can get and outstanding picture quality.My photographs never looked better.Again, Perfect!",5.0 out of 5 stars,Verified Purchase,Perfect,Gil Miller
"Reviewed in the United States on March 29, 2019",38 people found this helpful, I like this product very much,5.0 out of 5 stars,Verified Purchase,it is very thin and you need to be carful setting it up,Chase g
"Reviewed in the United States on April 17, 2019",30 people found this helpful,"This monitor is complete garbage. It worked for all of about a month. Then the problems began. The monitor would ""blank"" out, a black screen replacing it. At first, I thought it was the VGA cable. So, I purchased a new one. That didn't fix the problem. So, I replaced the dongle (the next ""cheap"" thing to replace). It came back on, but only to have the screen go green. Upset that the color was completely off, I fiddled with the cables a bit, hopeful that the color would come back. Instead, the screen went black once more... and so it has remained regardless of which new wires I try to replace (VGA and HDMI), dongles, etc. Nothing brings this piece of garbage monitor back online.Don't waste your money, folks. This one is definitely a dud.",1.0 out of 5 stars,Verified Purchase,Complete Garbage--Don't Waste Your Money!,Fraggle
"Reviewed in the United States on April 24, 2019",28 people found this helpful,"The monitor was beautiful at first, but the problems quickly arose within 24 hours of minimal use. A common theme among the 1-star reviews is the monitor ""blacking out""; that is in fact true. My monitor began to go black randomly without reason and then the resolution also become distorted to the point of looking like playing an Atari video game from 1983. I used two different HDMI cords on a brand new HP laptop.The physical design of the monitor is sleek and attractive; unfortunately that concludes any positives. I was tempted to replace, but after reading that many other users experienced the same issue, I have opted for a return and will search for a different brand.",1.0 out of 5 stars,Verified Purchase,Defective,AKhan25
"Reviewed in the United States on August 5, 2018",22 people found this helpful,"At this point, I'm giving this 5-stars based on the 27"" screen that will be so incredible when I have multiple windows open and the color. I have hundreds of NASA photos on my desktop and it feels as if I'm approaching a nebula the color and definition is so extraordinary. However, attaching the base arm to the monitor was no simple feat. After calling Acer and finally get past the obnoxious auto-responder, an agent instructed me how to go online (via my cell phone) to get the manual. Yeah, Acer doesn't put the actual manual in the package, just the Quick Guide which states that the monitor should be removed from its packaging carefully since the base is attached. Then, what am I holding? Kinda looks like a base to me. Attaching the arm to the base - piece of cake. But getting the arm into the bottom of the monitor, ah, not so much. When I got on the Acer website, following the agent's instructions, I was unable to find a manual - just the legal agreement. Time to do a Google search, which lead me to a YouTube video where the man took a flat screwdriver and snapped a piece of plastic off his R271 monitor to get the arm into the slot. Okay. So, before I've even had a chance to plug this puppy in, I have to break it. Sure, makes sense to me. But, it worked. I managed to fit the base arm into the monitor slot and the monitor isn't wobbling now.I like Acer products - they've been around for decades. Have no complaints with my Acer PC and this monitor (so far) seems to be of very good quality. But really, no instructions? Come on. Even Pop Tarts come with instructions.",5.0 out of 5 stars,Verified Purchase,Hook-up to the base was exasperating.,Honey Badger
"Reviewed in the United States on November 29, 2018",20 people found this helpful,"I installed the monitor only to discover a vertical line running from top to bottom on the screen. At first I thought it was a setting but after trying all of the settings I decided to hook up the monitor to a different PC to see if it was a hardware issue, but the line was still present. I contacted Amazon support who was extremely helpful but all they could do was refer me to Acer. Unfortunately, the contact info Amazon gave me for Acer is completely out of date. The repair locations no longer exist and the Acer support number was invalid, I'm not sure why Amazon doesn't verify material like this with its vendors.I found the Acer support number online and called them. After having to repeat the serial number through their automated system, I was finally able to tslk to a person who again asked for the serial number to verify the warranty. After that I was put through a bunch of inane personal questions (full name, address, phone number, etc.) not relevant to the issue, since he had already verified it was under warranty. In the end, all they needed was an email address to email me the warranty repair address so I can ship the monitor back at MY expense. Needless to say this will be the LAST Acer product I buy. I understand that products fail occasionally but putting customers through unnecessary red tape and then forcing me to pay for the shipping on a item under warranty makes it clear this is not a company I want to do business with.",1.0 out of 5 stars,Verified Purchase,Vertical Line on Monitor Image,Pete H.
"Reviewed in the United States on September 3, 2019",15 people found this helpful,"This was a great price, I loved that it was thin and lightweight, and I was happy to see it had great reviews. But sadly I was one of the few who had issues with it randomly shutting down or disconnecting. If you read the 1-star reviews, you'll see this pattern. It would work for awhile, then suddenly disconnect completely. Other times I couldn't get it to come up at all. I tried two different HDMI cables as well as a VGA cable, I tried it with two different laptops, my Lenovo from work and my personal Dell. But same thing over and over. I returned the first one to Amazon thinking it was defective. Tried the replacement one with all 3 cables and both laptops again, and same thing. Had my tech-saavy spouse try both monitors to make sure I wasn't missing anything. But alas, we couldn't identify the issue. Not sure why this seems to happen for some people and not for everyone. Will have to try something else. Bummer. The times it did work, it had a decent image and was the perfect size and weight.",1.0 out of 5 stars,Verified Purchase,Loses connection sporadically,G & K
"Reviewed in the United States on July 15, 2019",14 people found this helpful,"I have been using this monitor every day for about 8 months now so I feel I can write an honest review. I work from home and have it connected to my laptop as my main monitor, the laptop screen being my secondary. First things first: so easy to set up. I bought a 3' HDMI cord and it was 1.2.3... and I was all ready to work. I am a landscape architect so I do a lot of graphics and CAD work and this is perfect for that. I do the drawings/work on this monitor and keep my toolbars open on the laptop screen. It is easy to pack up and move, this was important to me as I am a nomad and frequently am setting up my ""office"" in new locations. I love the tilt feature, I can adjust the screen for if I am sitting or standing, granted it's not just a ""push to tilt"" feature, you actually have to loosen the mechanism underneath and readjust. I find the color, brightness, and resolution to be more than adequate for the work I am doing, especially for the price! Maybe if you are gaming or watching movies this might not be good enough (??? I don't actually know because I do neither of those things on this monitor) but for quite literally everything else, it is wonderful. I am considering purchasing a second and using my desktop more than my laptop with a dual set up. Highly recommend.",5.0 out of 5 stars,Verified Purchase,Best monitor for the value!,Kaley Dunlap
"Reviewed in the United States on September 3, 2018",19 people found this helpful,"This is a great monitor. Smooth, thin, good color. But its NOISY with RF. I bought this to use with my Raspberry Pi, because it has an HDMI input. The input works fine and the raspberry has no issues with it. My only problem is, I got this to use next to my ham radio, and on 7mhz band it makes a little static on the band, not too bad. On 14mhz it makes a LOT of static. Almost to the point that I have to turn it off. On the 3.9mhz section it has several ""birdies"" that it produces - loud eeeeeeeeeee tones that switch off when the screen is off. The power cord is shielded so it has to be somehting inside the screen I cant shield. So, good monitor but if it is near your radio, you will have to turn it off.",3.0 out of 5 stars,Verified Purchase,"Nice monitor, NOISY on RF. Works great with Raspberry.",theosus
"Reviewed in the United States on July 22, 2019",14 people found this helpful,"First things first: please treat this review as a ""3.5 star"", which is what I would rate it if Amazon allowed me to.My main issue with this screen is that it has to be the sorriest excuse of an IPS/AHVA/PLS panel I've ever seen. The viewing angles are actually so bad for left/right that there is only a very small position where I can leave my head so that there is no discolouration on the sides, worse than any TN panel I've ever seen. Also, it looks like there is a lot of excess light directly off center to your head's position, as if there is backlight bleed that shifts as you move your head left and right while staring at the screen.Since this was purchased to be my second monitor, it isn't that big of a problem to ME specifically... but it also means it's impossible to keep my head in the perfect position, due to it being off-center to me. I actually had to tilt the screen somewhat sideways (instead of being flush next to my main monitor) so that the sides would mostly look normal in terms of colour.Now I WILL admit that it is possible this is a defect with my actual screen, possibly some problem with backlight bleed or something, but since this is my only sample size, I must rate it accordingly. If Acer has a problem with my statements, they should step up their quality control game and not let a monitor like this pass inspection for sale.Now, the good! For a breakdown, I've rated this a 4/5 for gaming, 3/5 for picture quality, and 5/5 for brightness, here's my take on each:- The input lag is quite low; there is no system lag while working on it. Being above 60Hz also gives it a solid edge for gamers. Gamers generally care less about viewing angle issues like what I described, so as a gaming screen this should not be too bad. Unfortunately I still cannot ignore the viewing angle problem due to how bad it is, and I will never rate any screen below 120Hz as 5 stars for gaming, so it settles at 4.- Picture quality is actually quite good. The contrast is great and the colours very crisp - if the viewing angles and backlight shenanigans were a non-issue i would probably even rate this 5 stars (largely considering the price), but alas, 3 stars.- For brightness, it's certainly bright enough for my needs, though I've not used it in direct sunlight. The anti-glare works well and it keeps its picture quality and visibility perfectly fine even with a flashlight shone at it. I cannot ask for more, so full marks here.All in all, for $90 I cannot truly complain. It does its job of being a screen for discord, watching videos/anime, and handling my stream alerts/notifications. It's light and easy to set up, the on/standby light is not bright yet still well visible, so not distracting in a dark room. Unfortunately viewing angle issue and discolouration it produces ALONE is enough for me to say consider other options, but the rest of the screen pulls it up a bit.If this is going to be your main monitor, and you are not someone who does little but game on your computer? Stay far away. If you need a cheap, decent screen for gaming or this is going to be a low-importance second monitor? I'd say it's up for consideration, if only because it's 75Hz at this price point.",3.0 out of 5 stars,Verified Purchase,"Good for the price, but probably better options",D2ultima
"Reviewed in the United States on November 3, 2019",11 people found this helpful," I bet you didn't expect to see a review with this type of usage of the monitor, did you. I built a zombie containment unit for Halloween a few years ago in which it used a monitor to give the illusion a zombie was trapped inside the unit. I used a very cheap monitor in the past and found that it looked okay when looking straight on at it, but any angle from the sides or from the bottom would wash out the image and the illusion was broken. Given that the ""window"" was about 5 and a half feet from the ground, anyone shorter couldn't view the video.So, I found that I needed a type of monitor that had wide viewing angles so you can see it from off angles instead of just straight on. This monitor has an IPS board that allowed for these sharper viewing angles.Here are some things that I looked for when researching a monitor to buy:* Largest monitor I could buy for under $100 USD* Lightweight as it would be hung on the inside of the ""unit""* Bright/vivid video* Sharp viewing angles without loss of image quality* at least 22"" diagonal width. The previous monitor was only 15"" so I wanted to get a larger size for more realistic size ""zombiie"" within.This monitor checked off all the boxes. I also had a $15 Amazon gift card which softened the hit to the wallet.Once received, I hooked up the power cord and an HDMI cable that went to a small digital video player that had a memory card which played the trapped zombie clip. I didn't attach the base as doing so would not allow me to mount the monitor inside the cabinet. This isn't a Halloween prop build video so any details of the unit is limited to the monitor itself.I used a felt material inside the cabinet along the edges where the front of the monitor would be in contact with to protect the screen as this is a bezel-less screen on the top and sides. I didn't want any scratches! No bezels was the only real drawback to the monitor. Funny to think that as any other use would welcome no bezels.Anyway, the clip I uploaded is the monitor integrated within the cabinet. I'm really happy with how it turned out and having this monitor has really took this prop a notch up.Overall, I recommend this monitor if you are looking for a monitor with sharp viewing angles. Colors are good, no dead pixels on my screen and the price was right for the size. Other than how I use it, I can't say much more.",5.0 out of 5 stars,Verified Purchase,Used In My Zombie Containment Unit for Halloween,MegaByte
"Reviewed in the United States on December 6, 2018",16 people found this helpful,"I ordered this monitor specifically because I thought, ""Great! A monitor with built in speakers. Now I wont need to buy speakers immediately for my new computer."" However, to my dismay, I apparently selected the monitor WITHOUT the OPTIONAL audio cable. So now I need to go to the store and find an audio cable (or speakers), as well as a different HDMI cable as I just took the one from one of my game systems to function in place of the cable the monitor came with (the basic cable it DID come with will not function with my desktop).Other than that I like the monitor. Its nice an bigger than anything I've ever had. Certainly does the trick. I'll update my review once I go out and buy an audio cable and get to experience the audio quality. JUST BE CAREFUL WHICH OPTION YOU PURCHASE. I don't see why they wouldn't include an audio cable with every monitor...UPDATE:After going to the store to get an audio cable and messing with this for more than 30 minutes thinking it was possibly something I was doing wrong, I now realize that I was sent a monitor that DOES NOT have speakers. It seems that now I must go BACK to the store to buy SEPARATE SPEAKERS. I normally would not get this worked up over a mistake made when making an amazon purchase; however I literally only chose this monitor for the fact that it supposedly came with built in speakers. Again, be careful which version you get, as apparently I chose the wrong one and am now literally paying for it.",1.0 out of 5 stars,Verified Purchase,Wish I knew,Gidley
