postDate,helpful,reviewBody,starRating,verifiedPurchase,reviewTitle,name
"Reviewed in the United States on June 15, 2020",One person found this helpful,"I bought these memory modules to upgrade two older HP All-in-One business machines from 4 GB to 16 GB. The upgrade went very smoothly--just unsnap the old module, plug in the new ones and snap them down under the provided catches. Put the cover back on & boot the machine up, press F1 to let the machine know it is correct in seeing a new amount of memory, and start working after checking the system information to verify that the machine is now running with 16 GB of RAM. Much improved, like a new machine. With the current iterations of Windows 10 and software, 4 GB is almost all used up just starting the system and loading up the operating system. Some software wouldn't even load and everything that loaded took forever to do anything because all the code and data was being swapped back and forth to the HHD. After the upgrade, the Task Manager showed just the operating system and auto-loaded software occupied more than 5 GB of space; so the machine had been maxed out before even attempting to load any applications to begin working. (Upgraded the the 500 GB HHDs too to 1 TB SSD's, and the machines really fly now with their original 4th generation i5 processors.)",5.0 out of 5 stars,Verified Purchase,Great RAM Modules,Long-Time_Amazon_Customer
"Reviewed in the United States on February 11, 2021",2 people found this helpful,"My wife's Macbook Pro is getting pretty old now, and she's been complaining that it's ""slow"". So went through the startup processes and installed apps and removed everything she isn't using, then bought this memory upgrade.Generally speaking, Ram is either good or not. In my I.T. career I have heard of ""bad ram"" that causes reboots, corruption, etc, but this rarely the case where someone would notice it (more often a system just becomes ""unstable"" and needs to be rebooted more often or locks up/reboots once in a while). If someone is really paranoid they can use ram with Error Correction for a server (used for critical applications where errors are catastrophic), and/or test the ram to make sure it doesn't have any diagnostic errors. But in general, ram is ram and if it works it works. There's no moving parts so if you encounter issues it's far more likely to be the wrong product or poor installation than a bad piece of hardware unless you are buying from a vendor that does not test their product before shipment or knowingly is selling you bad product. That said...Installation is dead simple for my wife's old Macbook. Remove screws. Push in tabs to pop out old ram. Install new ram by pushing pins into slot firmly and pushing down to swing arm into place and lock ram. Turn on to make sure no ram error on boot and all ram recognized. Turn off and screw back panel back on. Done!All ram recognized, no errors (so far) and large applications load faster. I think my wife will really (not) notice the difference with large applications and files. In other words if she's running several apps at once and/or working with images she WON'T notice chugging and slowdown.So yes, if you have an old machine that doesn't come with 8gb of ram already, this is a good upgrade. I don't recommend upgrading to more ram than that for most people since they won't notice the difference once there's enough for all OS files to load into ram and apps to load into ram without disk swapping (paging). Beyond that you will generally know if you need more ram because you'll be a professional working with ram images, 3D editing, video editing, or something else that requires more ram to function.Interestingly most games will never require a high amount of ram unless you are running at very high resolutions (4K, etc) so leave the bigger ram upgrades to the professionals and install this upgrade to 8gb for everyday use. 4gb is too low to run a modern operation system smoothly without slowdown.",5.0 out of 5 stars,Verified Purchase,A Crucial Upgrade For an Old Macbook,Strategos
"Reviewed in the United States on September 26, 2019",One person found this helpful,"This RAM Kit worked fine for a month. Afterwards, Blue screen started to come out occasionally. Nothing I seen with my old RAM originally installed by the manufacturer for 10 years. I ended up installing my old RAM Kit of a competitor brand my Dell Laptop came with. Seems Quality Technical Control at Micron degraded slightly in last decade. Or, the seller sold me a used RAM Kit or factory second one. It's quite possible the seller does it. Never seen Micron RAM fails so fast on a lightly used system for general consumer purpose. In fact, Micron RAM used to serve fine in a professional environment. in previous decades. A zero star experience with this purchase. I could have bought a competitors brand RAM kit almost twice less expensive than I had to pay for this one. Total waste of money with no reimbursement. 30 days money back is nothing. I just installed the kit a month after I bought it. And, it came shortly it failed afterwards. For the initial few weeks, it seemed to work faster than the factory installed RAM with kind of a sense of more stability to the system. It was totally wrong initial expression. Shortly after, I experienced the Blue screen on my system. Something not being there for over 10 years. By the way, the lock curves on the sides of the chips do not fit fine for the actual system locks. For the upper RAM chip installed, it's obvious immediately. No problems with the manufacturer installed RAM of the competitor's brand. They easily come out and re-installed no problem later on. The locks come fine on the sides of the chips right to the curves made on the chip.",1.0 out of 5 stars,Verified Purchase,Crucial 8GB Kit (4GBx2) DDR3/DDR3L 1600 MT/S (PC3-12800) Unbuffered SODIMM 204-Pin Memory - CT2KIT.,cyberbee17
"Reviewed in the United States on April 28, 2020",One person found this helpful,"After searching all over the interwebs for the right memory to put into our Dell laptop, I found that these were the recommended memory cards to use. So, trusting the company that makes them to give me the right information, I ordered them. I received them very quickly and in perfect condition. I immediately tried them out - and they failed every time.Now, the Bios saw them correctly, however in testing them they failed. I think it is because they're 1.35v vs 1.5v which is what the old sticks were. In more research, I found another complaining of the same thing. So, these went back. I'm very disappointed in the mfg for having incorrect information regarding what would work in my machine. Unfortunately, Dell doesn't have anything for me to reference either, so I'd be guessing to get the right setup for my Inspiron. Really disappointing - I was just trying to get a machine to work a bit faster for my kids to be able to do their e-learning during this pandemic.",1.0 out of 5 stars,Verified Purchase,Didn't work in my Inspiron 15R N5010,S. Dunn
"Reviewed in the United States on November 14, 2019",3 people found this helpful,"Have a gateway fx laptop, paid a good chunk of change for it in 2009. Only use it occasionally and it struggles with 3d cad. Looking to get a few more years out of it. Cloned the hard drive to a SSD. It came with 4g ddr3 ram at 1066 mhz. Went to frys electronics, told the guy I wanted to up the ram. He sold me 16g ddr3 1366 ghz I believe. Comp turned on but had a black screen. Tried invidiual slots, one at a time, mixing them, resetting cmos battery... nothing. Plugged old ram in and worked no prob. Ordered 16g 1066 mhz ram from Amazon. Same story. Found a forum recommending crucial... went to their site, found ram compatibility, ordered on amazon. Plugged in and worked perfectly. Turns out my motherboard will only support up to 8gb 1066 ddr3 ram and the dual voltage of crucial (works with 1.35v and 1.5v) made it a no brainer. Although CPU-z shows my old ram operating and 1.5v, it shows this at 1.35v. Thanks crucial! Although I haven't yet noticed a discernable difference in performance from doubling the ram, I did see a huge gain in speed loading programs with the Samsung SSD I purchased. If in doubt, use crucial website, follow the prompts for make and model and it'll spit out a list of compatible ram and what your motherboard is designed to use. Save yourself the headache.",5.0 out of 5 stars,Verified Purchase,Crucial's website made this a one-and-done purchase!,Maverick7788
"Reviewed in the United States on May 25, 2018",22 people found this helpful,"I have an HP Pavilion-17 that I bought (on Amazon) 5ish years ago. At the time, 4GB was fine to utilize Windows8 and any programs I wanted to (Revit, VideoPad, etc). Then Windows10 wandered into the mix and said ""Haha, sucker, if you want to use more than 5 tabs of IE/Edge (or 15 tabs on Chrome, but I digress), you'll need a new computer!""No way, not on this nerd's watch. I checked the specs on this with the specs on the computer, confirmed, and made the purchase. I found a YouTube detailing how to take apart the laptop without killing it (I've only ever done desktop towers before), and plugged this bad boy in.Za-za-zoom! I was able to leave the 4GB of RAM in its original position and simply add this one into the empty bay, so now I'm cooking with 12GB of RAM and I'm wondering why I didn't do this years ago.As a precaution to anyone who decides to work on their own toys (electronics, cars, what have you), make sure you have the right tools for the job. If you're going to take apart a laptop, get at minimum a $10 laptop screwdriver kit that has a ground wire and plastic pry tools.",5.0 out of 5 stars,Verified Purchase,"Upgrade that's totally worth it, virtually necessary",GB
"Reviewed in the United States on February 23, 2021",3 people found this helpful,"Was a trip getting here but all is good. Had ordered memory for my Acer ES1 lapbook. When I ordered it I had previously ordered a Crucial board for my Acer all in 1 that is used in our RV and it worked 100% so went back to Crucial for this board, but Amazon was out of stock with a long wait, Crucial was out of stock with a long wait, suggested by Amazon was an alternative, checked it out, even chatted with a tech from the company, ""absolutely will work with your computer, so ordered it, guess what, might work with something but not in my laptop. Returned it and waited, finally Crucial was available for pre order. Arrived yesterday, installed (installing in a Acer ES1 is not a cake walk) and tacked the main board down with a couple screws (memory is on the underside of the main board) rolled it over and turned it on 'BINGO"" . As far as I am concerned Crucial is a goto for memory, you may pay a few bucks more but you get what you pay for. In this case with Crucial you get what you payed for.You can visit Crucial's website and there is a page where you can enter your computers brand and model number and they will give you all the memory and hard drive options that are available for your computer.",5.0 out of 5 stars,Verified Purchase,Thumbs Up - Top line quality - dropped right in (kind of) but more important WORKED,Bob
"Reviewed in the United States on January 29, 2014",4 people found this helpful,"The first boot was excruciatingly slow and suspenseful. After all, Apple says that my early 2011 MacBook Pro 13"" is only good for up to 8 GB of RAM. But encouraged by other reviews saying the 16 GB kit worked on their computer, I placed my order. You will need a very tiny screwdriver to get the screws out of the back of a laptop like mine and, perhaps, your wife's help to find the tiny screw that gets lost in the carpet. The old RAM popped right out. I foolishly tried to insert the new RAM with the stickers facing upward just like the old RAM that came out. After a bit of a struggle, I observed the gap in the line of connector and matched it with the opening in the computer's slot. Both cards snapped into place quite easily when installed with the proper orientation. When my old MacBook Pro finally did come to life, Activity Monitor indicated I had 16 GB of RAM. I then ran my usual configuration of Chrome, Lightroom, Epson XP200 scanner, and iMovie and noted that I was using over 9 GB of RAM. I've only worked with it for one day, but so far the increases in speed and ability to keep all my work apps open without crashing have more than justified this upgrade.If you've been experiencing RAM limitations on your computer's performance, I would encourage you to buy, install, and use this product.",5.0 out of 5 stars,Verified Purchase,"Early 2011 MacBook Pro 13""",Tom Long
"Reviewed in the United States on August 21, 2018",3 people found this helpful,"First of all, this came in a padded envelope instead of a box. I ordered it at the same time as another product and they both had Prime so I knew they would come at the same time in the same packaging. It looked like the RAM packaging had something heavy dropped on it because the plastic case that the RAM sticks were in was pretty much flattened. Now, on to the RAM itself. I installed both sticks into my MacBook Pro mid-2012 and tried booting it up. Screen doesn't turn on and it just makes a beeping noise every 5 seconds or so. I googled the problem and what do you know..... its a RAM issue. I took 1 stick out and tried booting with just 1 stick and the same thing happened. I put that one back in and tried booting with the other stick, same thing.... so I was sent 2 bad sticks of RAM. I put the old sticks of RAM back in it and it booted up fine with no issues. I should have listened to the other people's reviews saying that the 'made in china' ram sticks were crap because that's exactly what happened here. I have 2 Crucial SSDs in my desktop computer that have never given me problems so I thought these RAM sticks would work but I was wrong. I expected better quality control from them. I will be returning these immediately and ordering G.Skill or HyperX.",1.0 out of 5 stars,Verified Purchase,Don't waste your time,D
"Reviewed in the United States on December 28, 2019",2 people found this helpful,"There's an internet article that points to this specific memory module to install it as a RAM upgrade for the Synology 218+, and I can add my confirmation to the pile -- it works perfectly. Instead of the default 2GB RAM I now have 10GB of Memory on the NAS Device.After you install this module just be patient and give the NAS several minutes (5+) to boot. The blue power light flashed for a while after I installed this SO-DIMM, but eventually it booted.This is critical to my 3-2-1 backup strategy because I'm using the 218+ as my offsite storage using the snapshot replication functionality. To do so, I needed to be able to run a virtual machine (VM) on the 218+ NAS behind the firewall of the offsite location. This will help me make the proper router configurations for the replication processes. Without this RAM upgrade I could not find a Linux installation small enough to operate within the limited factory installed 2GB of RAM.Also, don't be dumb like me and be tempted to get the other Crucial SO-DIMM with specs that more-closely match the official Synology 4GB module -- it _won't_ work. While the RAM speed of this module is slower it works, and we're not looking to make our NAS a speed demon.",5.0 out of 5 stars,Verified Purchase,Confirmed to work on Synology 218+ NAS,echoota
"Reviewed in the United States on July 1, 2020",7 people found this helpful,"I recently upgraded my 9 year old Dell Inspiron n5010 from Win 7 to 10. I found it was a little sluggish even after optimizing Win 10 settings. I determined that I had less than the max ram in the computer and decided to upgrade to improve performance. The install was very simple and my machine recognized it without issue. My machine is running noticeable faster, as desired. Thanks!",5.0 out of 5 stars,Verified Purchase,Easy upgrade for Dell Inspiron n5010,Tina
"Reviewed in the United States on March 3, 2017",One person found this helpful,"I now have 16GB of RAM installed on my HP ENVY MY. Yes, it's a bit unnecessary for my needs as I've only managed to use up to 9GB at one time. It's like having a 1000hp car...you don't really need that much but it's nice to know that it's there when you need it.Call me bogie because I'll only buy Crucial memory. I've never had a Crucial stick fail me in over ten year of experience with them. Their support & customer service is pretty good as well.NOTE: if you're looking to have 16GB of RAM please be sure that you're using a 64bit OS. Otherwise, it won't be able to use all the installed RAM.If it's a replacement, upgrade or an excessive luxury, Crucial is the way to go.",5.0 out of 5 stars,Verified Purchase,INSTALLED ON HP ENVY M6-n015dx,AJ77
"Reviewed in the United States on October 10, 2020",2 people found this helpful,"I bought this to upgrade my Asus Transformer TP300LA from 8GB to 12GB of memory. This particular notebook has only one slot for upgradeable memory, since the first 4GB are soldered on the motherboard. Removing the notebook's bottom cover was simple, as was popping out the old 4GB strip and replacing with this new 8GB strip. After installation, the notebook booted up normally and Windows recognized the full 12GB of memory.Although this brand of memory was a little more expensive than several other off-brands, I bought this Crucial strip because I didn't want to run into any issues down the road. The cheaper off-brands tend to buy memory chips that are rejected by top-tier brands because they don't quite meet specs.",5.0 out of 5 stars,Verified Purchase,Easy upgrade for Asus Transformer TP300LA,Dave D.
"Reviewed in the United States on March 5, 2021",7 people found this helpful,"I put this in a 4 year old HP AIO T4A02AA. I have outgrown the computer but my kids use it for light school work, to play Sims 4 and Roblox. I had forgotten the computer had two 4GB cards and only two card slots, so I pulled both and put this one 8GB card in to make sure it worked. Then added back one of the other 4GB cards. By some computer miracle, they both worked (because mixing memory is always a gamble). The computer is now showing 11.9GB. This is enough to speed up their games and not drive me crazy when going from my 16GB computers to this one when I have to work on it.I removed one star for gaming because games like Orgin Sims 4 and Roblox are not what I consider serious gamer games.",4.0 out of 5 stars,Verified Purchase,Serves its purpose,dnL
"Reviewed in the United States on March 31, 2020",6 people found this helpful,"I bought an older model Lenovo ThinkPad T410 and it worked great but it was a little slow. However, adding an SSD and this memory upgrade (4GB to 8GB) has given it new life. My laptop now boots in about 15 seconds, everything loads fast, and I like it better than my wife's new laptop, which cost a lot more.If you want to add more memory to an older laptop I highly recommend this 8GB kit.",5.0 out of 5 stars,Verified Purchase,Excellent Upgrade for a Lenovo ThinkPad T410 Laptop,Dragon Vain
"Reviewed in the United States on April 30, 2019",2 people found this helpful,"Crucial's site recommended this RAM to be compatible with the Lenovo Thinkpad T410. The laptop recognized the new RAM and is working smoothly. Amazing what some inexpensive upgrades can do for older Thinkpads. I see college kids walking around with 2K laptops they use to check social media and write the occasional paper, or worse they have expensive, broken consumer grade craptops, and I just think they are missing the boat as far as cheap old pro-grade Thinkpads go. There needs to be a class in buying these old laptops, upgrading them, and installing a Linux distro.",5.0 out of 5 stars,Verified Purchase,Solid,Larccc
"Reviewed in the United States on November 9, 2016",4 people found this helpful,"I bought this memory for my ASUS Chromebox CN60. I was getting the old SNAP your window has crashed whenever I had more then 6 or seven windows/tabs going. This memory arrived quickly. I looked at first video on youtube on how to install and it was fast to take apart, remove old and install this new memory. looked in chrome://system/ then clicked on (expanded) meminfo and I could see the new memory was working as advertised. I then loaded up around eight youtube tabs running videos at the same time and everything flew. You can upgrade your CN60 from the original 2g by adding a crucial 2g for under $12 on amazon. Basically double your memory for $12. I may never need the 8G, but decided for under $50 I could get more memory then I should ever need. Considering doing more online video editing, so this memory will likely come in handy down the road.CHROME VERSION 54.0.2840.79PDT 2016 x86_64 Intel(R) Celeron(R) 2955U @ 1.40GHz GenuineIntel GNU/Linux",5.0 out of 5 stars,Verified Purchase,Cheap memory upgrade for ASUS Chromebox.,KcKerry
