postDate,helpful,reviewBody,starRating,verifiedPurchase,reviewTitle,name
"Reviewed in the United States on November 10, 2019",196 people found this helpful,"Apple AirPods Pro is one of the best noice cancelling in-ear headphones available in market. Price is on the upper end but the quality is also on the upper side compared to other models.I have QC35 and the noise canceling is comparatively good but being in-ear, the listening experience is much better.The transparency mode is awesome. It is like you NEVER wore the headphones. You have to try to experience it. I use it all the time in car and it is true “your gasoline car sounds like an electric car”.Fit is snug and with extra tips, most of the people can get accurate fit. Make sure to run sound seal test from Bluetooth setting of AirPods.Each earpiece is about 1.25 inch, little shorter than earlier versions but they still stuck out of your ear and look little weird.Out of box, it comes with Airpods with wireless charging case, extra tips and USB-C to lightning cable. Note that it does not come with charging brick which is a bummer. But you can charge it with any other lightning connectors.Overall these are pretty decent noice cancelling headphones. Price is on the upper end, but I think quality is also on the upper side and I do think these are worth it. Would definitely recommend.",5.0 out of 5 stars,Verified Purchase,Transparency mode is game changer,giskindra
"Reviewed in the United States on November 12, 2019",226 people found this helpful,"So, they don’t come with a charging cable that can actually be used—so don’t forget to buy one. That kind of sucks. Since I can’t use them, overall review... yeah... 1 star. 🤷🏽‍♂️",1.0 out of 5 stars,Verified Purchase,Okay Apple,Amazon Customer
"Reviewed in the United States on November 18, 2019",187 people found this helpful,"I thought they were pretty nice at first. Sound quality is good. They charged quick in the case. But transparency mode amplified sounds like crazy. At the gym someone was moving weights, the cling of them hitting was so loud it hurt my ears. When I took the airpods out it was much quieter in real life. Even in noise cancelling mode they pick up voices and then they end up sounding robotic. There's a white noise in the background too. It's like a little static, annoying as hell.Just now I started hearing a popping noise in the right bud. It kept happening even when the music was off. When I turned to transparency mode that popping became a buzz.",1.0 out of 5 stars,Verified Purchase,Expensive garbage,rayana
"Reviewed in the United States on November 26, 2019",121 people found this helpful,"If you’re thinking about these and currently own the original style of AirPods, please check out my review below!Are these a replacement to the original AirPods? Not necessarily. I own these and two original style AirPods. I am an Apple fan girl and own one of everything they’ve got. But even then, I’m on the fence about the Pro’s. First off...Comfort and FitIf you’ve ever tried out the PowerBeats by Dre, they fit just like them minus that extra ear anchor. It takes some getting used to but thanks to transparency mode, I don’t think I could really wear another pair of IEMs / earbuds again. They 100% will not make you feel like your ears are clogged and not can you hear your own voice as one would with earbuds.However, I’m hung up on the fit. I was one of the lucky few who the original AirPods fit just right. However, these just hurt after 20-30 minutes. I tried all the different sizes of ear tips but none work. Ultimately, I wish Apple included foam versions of their ear tips. So be warned that these might hurt! Assuming they don’t hurt, then...Sound QualityThe sound quality is great. It’s nice and clear, balanced and at times not packing the bass I was possibly expecting. The HomePod has a very, very strong bass signature and I thought these would be similar. But, nope! When third party foam air tips come out, I’m pretty sure that will help the bass out. (Bass needs a good seal when it comes to earbuds.)Are these better than the original AirPods? Maybe. Because of that seal from the ear tips, the sound quality is drastically improved. With third party ear tips, the original AirPods sound pretty similar to these. I do appreciate the dynamic EQ which helps the sound a lot. But, be warned that they will sound like garbage if you have an EQ set in Apple Music on your iPhone. Make sure to set it to off or Late Night, otherwise they’ll sound a lot worse! Ultimately, you won’t be disappointed and they sound great, better than the originals because of that sound seal, but not mind blowing!Battery LifeThey’re pretty in par with the original AirPods with battery life even with Transparency and noise cancellation on. You can go all day with these just like the originals!SpeedThis is what I love about them the most! This is the reason why I prefer these over the original AirPods. The Pro’s are so much snappier with Handoff, switching from device to device, pausing and restarting, etc. They also more accurately get picked up by your iPhone and Apple Watch. I really wish they would upgrade the hardware in the original design just like these. (We’ll see!) also, the Pro’s more intelligently go on standby when out of your ear, resume faster when they go in your ear, etc. They just do everything faster! I also appreciate the fact that you pinch the stem instead of tapping them. Whoever thought of tapping didn’t realize how uncomfortable that “gesture” would be in practical usage.OverallI love them but they’re like the cousins of the original AirPods. They’re not a replacement but a different flavor. These are great for working out and stay in my ears during running. The new features and speed in combination with the improved sound delivery makes them an easy upgrade — so long as you find them comfortable, that is!",4.0 out of 5 stars,Verified Purchase,AirPods vs AirPod Pro Review: My experiences,Lunar Kitten
"Reviewed in the United States on November 3, 2019",133 people found this helpful,Not worth the money. New Features are not worth the difference from AirPods . WAit till they come in different colors,1.0 out of 5 stars,Verified Purchase,Not worth it .,J Cortez
"Reviewed in the United States on November 21, 2019",123 people found this helpful,So uncomfortable to wear... to make the noise canceling effective I have to shove the rubber tip into my ear which starts to hurt my hear. I have to sit absolutely still otherwise they begin to lose the seal required to get ANC. I have tried all 3 sizes too. They fall out of my ear in the gym. People are just high on apple.Sound quality is laughable. The most over hyped piece of garbage.,1.0 out of 5 stars,Verified Purchase,"So uncomfortable, Sounds quality = Garbage... Over Hyped Trash",Balu
"Reviewed in the United States on November 16, 2019",88 people found this helpful,"As a big fan of technology, I own Apple AirPods 1,2, AirPods pro, beats studio3 and couple other headphones. And AirPods pro is definitely one of my favorite.Pros:• It is very easy to get into and stay in my ear. It won’t fall out. Also it is much more comfortable than Powerbeats pro.• The ANC works surprisingly well. It is very similar to my beats studio 3. It is amazing how Apple fits everything Into such a small body.• The bass is better than AirPods 1 and 2. It feels more bouncy.Cons:• Since AirPods pro doesn’t support tap control any more. 2 fingers are required to pause or to control the AirPods, which IMO is not as good as tap control.Overall, it is good although a little pricy.Update:After using it for couple months, I have to say I was wrong about not falling off. Sometimes they do fall off. And AirPods 1 and 2 stay better in my ear.",5.0 out of 5 stars,Verified Purchase,I love this little AirPods pro,Jason
"Reviewed in the United States on November 25, 2019",101 people found this helpful,"I watched all YouTube videos, reviews, unboxing, and find this perfect price on Amazon, but after using 1-2 hours i keep moving the AirPods because it Really hurts my ear canal and inside of the ear, pain feels even after i took them off. I own the Airpods 1, which i sometimes forget that I’m wearing on. Long story short - I end up returning. I don’t want talk about sound quality, noise cancellation and another features, because you are going to get ear fatigue after hours",1.0 out of 5 stars,Verified Purchase,It is really hurts your ears 👂🏻,AmEx
"Reviewed in the United States on November 18, 2019",86 people found this helpful,"Sound quality and the noise cancelation feature are decent, nothing like Bose though. My main issue is the fit. They just fling out randomly while you are on the go or working out. I have tried all of the different ear buds provided by Apple but in vain. The price is very high compared to what you get. There are better options in the market for this price.",1.0 out of 5 stars,Verified Purchase,Disappointed,Vibhore
"Reviewed in the United States on November 11, 2019",76 people found this helpful,"Charging box came broken, visible dent and damaged hinge...quality control questionable.Actual working life on one charge not impressive, not practical to carry charging box around....if You need to use them, product has quality sound and very good noise cancellation with pretty short life - 4 hrs new.",1.0 out of 5 stars,Verified Purchase,Check the charge box for cracks and damage.,Nebojsa
"Reviewed in the United States on November 10, 2019",60 people found this helpful,"I really like the old air pods and have bought a few for my family, also used them everyday for 8+ hours straight without any problem. Although the new air pods pro cost more and sounds great with some extra features, I don't think it's for me. If I use it for less than two hours or so there won't be any problems as it preforms very well. The main problem is that if I wear them for over 2+ hours they start to hurt both my ear which is weird because the older models ""wired/wireless"" I have no problem with while they are in my ear all day long. ""I have tried changing the rubber from large to small still doesn't help."" It seems like the new design are a little thicker than the older generations. Also a minor problem I have is taking them out which doesn't bother that much. So I would advise testing them out at least 2-4 hours to see if they are for you before keeping it. Overall they look and sounds great.",3.0 out of 5 stars,Verified Purchase,Honest review. I prefer the older version...,John
"Reviewed in the United States on November 5, 2019",56 people found this helpful,"When I thought the old Airpods were already very good, Apple came out with something that's even significantly better.Pros:- Fits: very well. The old Airpods fit my ear well, these new ones fit even better. My ears do not get hurt after hours of wearing. And these do not even come close to falling out when I run.- Noise cancellation and transparency mode: both work amazingly.- Waterproof. However these are only splash proof. Meaning rain/spills/sweat are ok, but no swimming yet.- Sound quality: very decent. But probably not too insane to satisfy audiophiles.- Build quality: superior, as expected from Apple. Especially when consider small details like the silicon eartips. They snap extremely well into the Airpods and are very, very hard to remove.- Sync: very well with iPhone and Mac, as expected from Apple. Have not tested with Android, Windows.- Size: very conveniently small. You can easily wear them lying down in bed. Traveling case is also pretty small (just a tad bigger than old Airpods' case)- Design: this is very subjective. But I think the Airpods are the best looking earbuds in the market right now. Big reason why I choose them over other headphones.Cons:- Battery life: they're ok, I wish they last longer. Quote from Apple, battery lasts up to 4 hours 30 minutes of music time. In reality it lasts a bit more than 4 hours. But sometimes I wear them continuously way longer than that. Very sad.",5.0 out of 5 stars,Verified Purchase,Pretty much perfect,Nhat Vo
"Reviewed in the United States on January 4, 2020",59 people found this helpful,"I bought a pair of these after Xmas. It took over a week to get here but I thought ok they are from Warehouse and its worth it. Maybe someone got them as a gift and returned them new. It was described ""like new"". When I paired them with my phone only the right ear of the AirPods worked. The left ear barely displayed sound. It was defective.This is the 2nd time I have bought Apple products from amazon that were problematic. That were ""inspected"". Just buy from Apple. They have a great return policy and if they are ""refurbished"" from Apple- the quality is the same as a new product. Whereas here if you buy from the Amazon Warehouse- most likely they have an issue.",1.0 out of 5 stars,Verified Purchase,Do not buy from Amazon Warehouse any Apple products!,angc
"Reviewed in the United States on November 21, 2019",56 people found this helpful,I really wanted to love these but they simply do not stay in the ear. Tried all three tip sizes and no luck. The sound and noise cancelation is good but so far this is useless to me.,1.0 out of 5 stars,Verified Purchase,Do not stay in the ear longer than 1 minute.,Alexander Yavorskiy
"Reviewed in the United States on November 2, 2019",45 people found this helpful,"Apple hit a home run with these... I wanted the original AirPods but couldn't get them to fit in my ear. I have tried other true wireless earbuds and never liked the look or fit of them. With the AirPods Pro, Apple has answered my prayers, and they're even better than I could have imagined. The sound cancellation is LEGIT. I own the Bose 700 noise canceling headphones and while they're not as good at noise cancellation as those, I'm blown away by how close it is.The sound quality as well sounds very good to me. I'm by no means an audiophile but I'm a little picky as far as this goes and I'm more than pleased.The ability to switch from noise canceling to transparency mode is awesome as well.",5.0 out of 5 stars,Verified Purchase,Amazing product!!,TCC
"Reviewed in the United States on April 11, 2020",39 people found this helpful,"Should have listen to the other reviews, I'm beyond embarrassed. I bought these as a gift for my brother in law and these turned out to be FAKE. I contacted apple and they confirmed it, even tho the serial number is real!!!things to look out for because these are really well made FAKES- has noise cancelling/transparency but doesn't work when turn on ( in the real ones it clicks)- in setting under general/about they should appear to show the serial number- obvious bad sound quality/ not work left/right earbuds- last, these fakes were lighting blue in the earpiece itself.just wait a couple more days for apple or best buy.",1.0 out of 5 stars,Verified Purchase,Fake Airpods,Juan C.
"Reviewed in the United States on November 2, 2019",43 people found this helpful,"Sound isolation and water resistance are my favorite features! Was super blown away by how it silences a lot of the noise around me until transparency mode is active!If you want louder headphones than the previous, these are definitely NOT it.",5.0 out of 5 stars,Verified Purchase,LOVE THEM,eckrtty
"Reviewed in the United States on November 15, 2019",39 people found this helpful,"I'm sorry I bought the new AirPods Pro. I have owned the original AirPods for years. I wore the originals almost constantly and honestly can only remember once that they came out of my ear. I just never worried about them. This is NOT the case with the new Pro. They fall out of my ear everyday and many time more than once a day. I mean you bend over to pick something up and they are likely to fall out. I have tried all three ear bud sizes that come with the Pro, and while the new design looks like it would be better beware, they fall out! Sick with the original AirPods!The sound of the Pro is great! The new noise cancelation is excellent. The battery life seems to be a bit better than the original and I really like the ability to pause the playback by touching the Pro. (If only they stayed in my ear! )",2.0 out of 5 stars,Verified Purchase,Airpods Pro Falls Out!,C. Walko
"Reviewed in the United States on November 8, 2019",37 people found this helpful,"Pairs immediately with nice controls. Did not keep long enough to evaluate battery life. Problem is the sound quality is OK, but not what you'd expect for $250. The first generation airpod sound quality is EXCELLENT. The second generation was terrible. Now this third generation is better then the second generation, but nowhere near as good as the first generation. I returned this third generation and went back and bought two used first generation airpods while they are still available. I figure there might never be another airpod that matches it.Also, the noise cancellation is worthless. This is not too surprising. It's really hard to do any serious noise cancellation without over-the-ear coverage.",2.0 out of 5 stars,Verified Purchase,Poor sound quality relative to first generation airpods,John Santmann
"Reviewed in the United States on October 12, 2020",26 people found this helpful,I used this AirPods for around 4 days and when I tried to use the noise cancellation and the other features i was not able to find any difference I thought at the beginning there was something wrong then the push button also was having a lag and it didn’t work all the time all those things I thought its a normal thing but when i tried to change the ear tips to the smaller one the Airpodbroke down !!! like in the picture and when I tried to check it I found that this AirPods is not original and it’s a fake one please take care don’t use amazon for this product I’m really disappointed !!,1.0 out of 5 stars,Verified Purchase,Its fake product take care don’t buy it !!!,nabih
"Reviewed in the United States on December 4, 2019",39 people found this helpful,"It’s a little hard to know what is good or bad about my new $250 airpods because they do not come with a way to charge, you have to go out and buy some adapter or a charging pad. I cannot believe they sell you a device, includes a wire but not plug. Ridiculous.",1.0 out of 5 stars,Verified Purchase,No way to charge right out of the box,Dave Davis
"Reviewed in the United States on April 16, 2020",26 people found this helpful,"Received fake AirPods without the charging cable or any accessories. How do I know they we’re fake? Because they were cheap plastic , didn’t look at all like real ones, and didn’t even turn on. Spoke to Amazon and they said sorry you got screwed by some new ones. So if you are looking to buy them I guess just cross your fingers and hope that you get real ones because Amazon won’t take responsibility for a product they sold :/",1.0 out of 5 stars,Verified Purchase,"Fake, Amazon said “sucks to be you”",Nathan
"Reviewed in the United States on November 14, 2019",29 people found this helpful,"I was very excited to try the new Airpods Pro, but unfortunately they are not for me. The main issue was the active noise cancellation (ANC). These were the first pair of ANC headphones I've owned, and it seems that I am in the minority of people who experience a strong negative reaction to ANC. Within moments of turning it on, I experienced head pressure, mild headache, and mild nausea. If you have never used ANC headphones before, be aware that the experience may not be as comfortable or magical as other say. Here is a breakdown of my thoughts on these Airpods:The Good:Fit: The fit was very comfortable and secure. I haven't tried the regular Airpods, but these fit great and seem very secure.Size: Both the Airpods and the charging case are compact and very portable. I have a pair of Bose Soundsport Free headphones and the charging case is at least 3 times larger than these.The mediocre:Sound: Based on reviews, I expected these to sound better. In fact, I thought they sounded worse with ANC on than off. Overall, I think my 2-year-old Bose Soundsports sound better, which is maybe not surprising but a bit disappointing given the price for these.The bad:ANC: Your mileage may vary, but I found using ANC a profoundly uncomfortable experience. I also felt like it did not cancel much more noise than having it off. Both of these factors negate one of the main selling points for these Airpods.Color: The Airpods and the case are dirt magnets. Even using them for less than a day, they were already picking up lots of dirt. I can't see keeping these clean in the long run.Overall: If ANC worked better for me, I could overlook the other shortcomings of these earbuds. As it is, I'll be sticking with my Bose Soundsports and sending these back.",2.0 out of 5 stars,Verified Purchase,Active Noise Cancellation Not For Me,Timothy P Sablik
"Reviewed in the United States on November 3, 2019",25 people found this helpful,Best earbuds I’ve ever purchased. For years I wanted wireless noice canceling earbuds after using the beats studios and Bose qc lines. Being an iPhone user I always saw the appeal of AirPods but never could use them due to them not fitting my ear correctly and always falling out. As soon as I saw the design of the AirPods pro I instantly came to amazon and ordered them. If you’re at all contemplating on ordering these I 100% recommend. The noice cancelling is slightly above average and the transparency mode is extremely useful on the go or whenever you need to hear your surroundings with your music. Amazing product definitely worth the steep 250 dollars,5.0 out of 5 stars,Verified Purchase,Simply Amazing,Corey P.
"Reviewed in the United States on November 14, 2019",26 people found this helpful,"I really wanted to like these. I thought the audio quality of the original AirPods was great, especially if you held them snug in your ear. With the new design, I was hoping the seal would produce the same effect, ensuring high quality sound under all conditions. While they are comfortable and have excellent noise cancellation, I would almost go as far to say the sound quality is the same or worse than the original model. Maybe mine were defective; but, all of my music sounded crisp on the high end and peripherals, while feeling completely empty in the center. It is almost like Apple included an artificial surround enhancer or DSP, by default. Regardless, with the $250 price tag, I was told to expect better. Yes, there are new features and a new design; they are pretty and interface seamlessly with your iPhone. However, if sound quality is your primary concern, I would look elsewhere, or stick with what you have.",3.0 out of 5 stars,Verified Purchase,"Audio Quality, ehhh",matt t.
"Reviewed in the United States on January 9, 2020",19 people found this helpful,"UPDATE: These are literally designed to have a short lifespan. There is no way to fully discharge the batteries from both the case and the pods as the pods do not work if the case is dead, although they work without the case if you had already started using them. This is to depreciate the lifespan on the product itself. With lithium ion batteries you need to fully discharge between charges for the best battery life. Seems like Apple has designed these in a manner where you actually can’t do so. Pathetic.I really didn’t have crazy expectations for these but they’ve let me down in every way.-Doesn’t even come with a power block to charge the device, because they make you buy it separately.-Sound quality doesn’t match the price tag as it’s very heavy on the bass and mid range but treble is almost non-existent.-Water exposure rating is extremely poor, which won’t be covered by Apple care if you get these wet or too sweaty and they stop working.-Battery life should be better for the price tag as these do not last as long as advertised.-The case is poorly designed as it’s extremely easy to accidentally push the cap backwards which will break it off.-These are designed to be inoperable if they need maintenance or are malfunctioning as the housing is glued together. If you open them up, you’d never be able to put them back together again.-Since these cannot be repaired, it contributes to our global pollution problem as once you’ve reached your max recharge amount and degraded the battery, there’s nothing to do but throw them away and get new ones.Apple really needs to do better. This is just another example of how badly they’ve let these products slip.-No way to locate the device if it gets lost.-No security functions to keep strangers from making it their own if they find it or steal it.-Have to get a case for the case because it scratches insanely easily. What’s the point of designing something to look sleek when you have to put a bulky case on it?",1.0 out of 5 stars,Verified Purchase,Do better Apple.,HelloHiThere
"Reviewed in the United States on November 24, 2019",22 people found this helpful,"I have Bose, Sennheiser and Jaybird bluetooth earbuds, all with the wire. The Senneheiser's have the best sound.They give me trouble saying ""connecting and disconnecting"" to my iphone so I figured I'd buy the Apple product to go with my Apple phone to solve that issue.Pros:It did solve my connection problem I had with other brands. I also like being able to pop just one earbud in if I'm on a call and overall they are very comfortable. They aren't super loud so I was having trouble using them to listen to a movie on the airplane. So, I turned on the noise cancellation and voila, they worked great. I like the noise cancellation and passthrough features.Cons:The fit just stinks. They use a proprietary silicone ear piece and the large is not large enough. They fallout when I exercise. I don't have this problem with any other earbud. They need to make more options for a better fit but since the earpiece is proprietary, you have zero options. The sound quality is just above average but at this price point, it should outstanding. It's not. Value for the money...its not quite there.",3.0 out of 5 stars,Verified Purchase,"Nice features, slightly above mediocre sound and a poor fit",D. Diamond
"Reviewed in the United States on July 28, 2020",17 people found this helpful,"This product is not really an apple product and if you purchased apple care with it, you won't be able to use it.I thought I got a great deal on these earpods because they were $20 cheaper than the apple store. Less than a week after purchasing them, the noise cancellation feature stopped working and I kept hearing a wooshing sound and I can tell the equilibrium was not working properly in both earpods. Additionally, the noise cancellation feature would randomly stop working. I took them to the apple store to fix them and they told me that these are actually fake and showed me how the apple database does not recognize them. I asked how I was able to purchase apple care on a fake product and they informed me that the apple care was purchased for a single set of airpods and the serial number was printed on all of the airpods being sold. This is infuriating but I have learned my lesson to only purchase Apple products from the Apple store.",1.0 out of 5 stars,Verified Purchase,This product is FAKE!,Malak
"Reviewed in the United States on December 28, 2019",24 people found this helpful,Bought these for a Christmas present for my wife. Could not believe it does not come with a wall plug to fit the other end of the lighting plug. The end that plugs into the AirPods is a standard lightning plug. The wall end IS NOT a standard USB plug.. it is a USB C plug???? This apple product does not include the wall plug for this to work. So we are charging our $299 air pods with our IPhone charger.An Apple gimmick to sell something else that should be included in the initial purchase. What do people do that do not have another Apple produce to do double duty as a charger.EXTREMELY DISAPPOINTED in Apple.Should spend less on their packaging and include the wall plug with the Air Pods,1.0 out of 5 stars,Verified Purchase,Apple get less CHEAP!,CCRIDER
"Reviewed in the United States on May 26, 2020",16 people found this helpful,"The good:- Sound great- especially compared to other Apple headphones/AirPods! Bass even!! Wow! (That’s why I always was shocked anyone liked other Apple headphones- zero bass!)-connect to iphone in like 2 seconds-the ability to insert firmly in ear with silicone tips- noise canceling is excellent and like “transparency” mode when you want to hear around you to converse or not get hit by a car.- the ease in connecting to other devices like your iPad or Mac or even Apple Tv-that if you and someone else both have Airpods (any model) you can share connection to phone or ipad to listen together like watching movie, and change volume to each one.The bad:-my right Airpod became defective within 3 months, and I had to contact Apple for replacement (no charge)... that’s crazy fast to go bad, so not much confidence in the build of these.- Battery life is not great (about 4-5 hours) but at least they charge fast. And the case provides many charge cycles before it’s depleted too.- The largest tips, which fit in my ears great, come loose, especially while jogging, very often and I have to keep pushing them back in ear... (the bass totally goes when they are not snug in ears!)-When I do go to push them back in my ears, invariably I squeeze it by accident, which causes my song to pause, or hangs up the call I am on, and you CANT disable the squeeze control , even though I like to control audio with my phone or watch, not the buds.- I literally have to push them back in my ears like every 3-5 minutes, so if you are on an hour run, it gets really annoying!! Especially when it stops song or hangs up call!- For the very high price, it would be great if Apple included a small non-charging case for when you need to pocket them when you don't want to have bulky charging case in your pocket. Way too easy to lose them without a case!",3.0 out of 5 stars,Verified Purchase,Great sound but there are issues.,NYC guy
