postDate,helpful,reviewBody,starRating,verifiedPurchase,reviewTitle,name
"Reviewed in the United States on March 16, 2019",32 people found this helpful,"I expected this controller to work longer than 6 months. After very light use(I own a ps4, xbox and gaming pc) of the controller, within 6 moths the left joystick stopped working in the up position. I only use the pro controller when playing more than 2 player games like mario cart. I contact amazon support and nintendo support they told me the controller has past the 3 month nintendo accessory warranty, so an exchange is not possible. Nintendo mentioned a $40 dollar repair fee since it is out of warranty. Very disappointed with nintendo because the pro controller is very pricey. Again, I expected this to work longer than 6 months with very light use.",1.0 out of 5 stars,Verified Purchase,Left joystick not working after light use.,kxsl
"Reviewed in the United States on August 1, 2019",27 people found this helpful,"If you know what a good controller is then you will understand how terrible this controller is. The fact that there is no microphone jack for a 70$ controller is horrible, the fact that Nintendo is based around games that use a d-pad and this is the worst d-pad they have ever released because it misreads your inputs is shameful and half a scam. DO NOT WASTE YOUR MONEY ON THIS CONTROLLER. You can get a good controller for half the price of this thing that will fit all your needs casual or competitive. And if you’re worried about the amiibos, don’t. Your joycons have the feature so you don’t need to waste your good money on this junk. DISGUSTED",1.0 out of 5 stars,Verified Purchase,"Disgusting quality, Don’t buy! There are better controllers!",Robert Miller
"Reviewed in the United States on April 16, 2020",22 people found this helpful,"I was hesitant to buy this because of the price tag but pulled the trigger because my left joy con was drifting really bad. I was so excited to get this in the mail thinking that all my problems with drifting would go away. BOY WAS I WRONG. Opened the box, connected it, played animal crossing for a couple mins and BAMMMM my character would drift down to the left. Swear it wasn’t even out the box for a hour n it was already drifting. For $100 you’d think it would last. :( so sadUPDATE:I bought another pro controller thinking that I got a defective one. Got the new controller, synced it w my switch, and AGAIN w the drifting. SO ANNOYING. You would think for $100 you’d get a controller that actually lasts a while. Returning both of them.",1.0 out of 5 stars,Verified Purchase,Drifting straight out the box :(,Chris Aye
"Reviewed in the United States on April 14, 2018",34 people found this helpful,"I have been a Nintendo Switch owner for almost a year, and while I love the joy-con controller and grip overall, sometimes I prefer a more reliable and ""traditional"" controller. I finally picked this controller up on amazon this week. I love it. This is one of the most comfortable controllers I have ever used, which increases the enjoyment of my Switch games even more. The battery life is good, the layout makes sense, and it has built in motion-sensors for gyro-scope aiming, which comes in handy for games like ""Splatoon 2"" and ""Zelda: Breath of the Wild."" The only major downside to this controller is that the button layout for the ""pause"" and ""home"" buttons took a while to get used to, partially since the color scheme can make the buttons look similar. Other than that, I have no real issues with this controller; the battery life is good, and the controller itself is very comfortable, maybe matching the Gamecube controller as my favorite Nintendo controller. I would recommend picking this controller up for your switch. I spent months playing hours of Zelda: Breath of the Wild but worried about the stability of the controller I was using to some extent. Now I can comfortably sit back and play Breath of the Wild for even more hours on end with a controller that feels great! The controller is a little pricey, but more than worth it. So pick it up, and enjoy many hours of fun and comfortable gaming!Peace,Dana",5.0 out of 5 stars,Verified Purchase,A very comfortable and intuitive controller,D-Fay
"Reviewed in the United States on September 22, 2018",29 people found this helpful,"I ABSOLUTELY LOVE IT! TAKE MY MONEY, NINTENDO!THE GOOD: Really good bluetooth range, no input interruption while playing the Switch docked from about 10 feet away. Feels great in my hand, and the larger buttons are nice. The D-pad is very responsive and feels as good as the classic D-pads Nintendo has made in the past. Pairing was a cinch and the battery last a long time on one charge.THE BAD: Only bad things I can say about the Pro controller is #1, its expensive! #2, that it's hard to go from the pro back to the joy-cons because the pro feels SO good in your hand. But maybe that's more of a bad for the joy-cons and not the pro, haha.OVERALL: If you are a gamer, you will love the pro controller. The pro will feel much better in an adult hand, but not so big that a child cant use it. My 4 year old uses it all the time too and loves it.",5.0 out of 5 stars,Verified Purchase,"REALLY comfortable, Great for serious gamers! TAKE MY MONEY NINTENDO!",Ryan Mac
"Reviewed in the United States on January 18, 2019",27 people found this helpful,"I bought this last March and all was great. But today the left analog stick broke while playing Mario Tennis. I heard and felt a pop in the left analog stick.Now it will either not recognize down input or the controller gets stuck and keeps the left input pressed. I can hear something broken inside the controller.This is pretty unacceptable for the cost of this controller. Add the fact that it hasn't gotten nearly as much use as the joy-cons as I mostly play in handheld mode. I'm extremely disappointed in the quality of the build.If these things can't even last a year of moderate use, then you're better off buying a cheaper third-party controller. It's amazing how much more durable my Wii U pro controller has been and still is.I guess Nintendo has quality control issues.",1.0 out of 5 stars,Verified Purchase,Great until the left analog stick broke,Lando
"Reviewed in the United States on March 10, 2018",56 people found this helpful,"Worked perfectly for a month. Then about two weeks ago I was playing Splatoon and I noticed that sometimes when I would be trying to run forward my character would instead walk very slowly. It has now gotten to the point where my character will completely halt for a solid 2 seconds before moving again. In Splatoon, this is absolutely game breaking. I've recalibrated and reset the controller a dozen times and nothing has fixed the problem.I couldn't find any option to contact the seller to ask for repair/replacement so I guess I'll have to go through Nintendo themselves. Very disappointed that I paid $70 for a controller that only worked for one month.Seller, if you read this, please contact me to save me the trouble of going through Nintendo support.",1.0 out of 5 stars,Verified Purchase,Left Analog stick started failing after one month,lisa
"Reviewed in the United States on August 15, 2019",20 people found this helpful,"The controller is great when it works. A few months out the left controller stick started to ""drift"" (as many people have complained about in other reviews as well) and when I contacted warranty support they claimed it had only a 90 day warranty -- even though the warranty PDF on the amazon site under warranty information says ""hardware"" has a 12 month warranty. Seems like they should clarify what ""hardware"" is in their warranty -- seems like a controller is ""hardware"" to me. Also seems like they should fix/correct the defect in their product since this appears to be a very common problem.",1.0 out of 5 stars,Verified Purchase,"WARNING: 90 DAY WARRANTY, NOT 1 YEAR WARRANTY - LEFT STICK DRIFT",Cassie Areff
"Reviewed in the United States on November 27, 2019",15 people found this helpful,"This controller is fantastic at first, but is destined to have problems. Know that if you buy a Pro Controller, chances are, you WILL have problems down the line. It's such a bummer that this is a common issue among Switch owners. I take great care of my things, and my Pro controller has 2 significant problems after about 6 months of use.1) Left stick issues. When pushing the left stick upwards, the controller experiences what I've been calling ""reverse drift"" -- it pulls the input down. I've calibrated dozens of times, and this fixes the issue momentarily, but it always comes back.2) R-button issues. The R button's input works OK, but only if you push the button down with a bit more force. If you're playing a game that requires holding down the R button (like checking the map on Hollow Knight for example), the button will lose input unless you're really pushing down.This is my 3rd Switch controller to give me issues. I have 2 sets of Joycons that experience joystick problems as well. I love my Switch and am super bummed by their controller issues.It's worth noting that this controller is pretty expensive for the issues it experiences. I've had multiple DualShock 4s for years, with much more playtime on them, with no issues. Same with Gamecube controllers -- some of which I've had since the early 2000s. This is simply unacceptable for a company of Nintendo's stature and a controller of this price. Please Nintendo. Please fix this. Fix your Joycons. Fix your Pro Controller. Thanks.",1.0 out of 5 stars,Verified Purchase,Great until it's not,cp
"Reviewed in the United States on September 21, 2018",18 people found this helpful,"It's a good controller, but if this is as good as it gets, the future of racing games on the Switch is almost nonexistent, the two biggest flaws of this controller are the following:-The ridiculously expensive price tag.-Lack of pressure-sensitive trigger buttons. This means there will be no smooth throttle or braking in any future racing games unless you were to make use of the right stick for that purpose.It's worth noting that the overall build and feel of the controller lacks some of the soft touch plastics and rubbers of many modern controllers, Xbox One controllers usually have a pretty soft touch plastic at the grips, and you can custom order one with rubberized grips, the back of the Pro controller looks like it would have rubberized grips, but it is in fact the hardest plastic I've ever held with a controller.",3.0 out of 5 stars,Verified Purchase,"Decent Controller, Some Flaws",Emil Borchert
"Reviewed in the United States on September 26, 2018",14 people found this helpful,"Where to begin...I've always been fine with the Joycons, Handheld mode, in the grip, or one in each hand. I don't mind any of those control methods, nor do I find their D-Pad buttons to be a problem. But I bought this controller for Smash Ultimate and to see what all the fuss was about, because I don't want my Joycons breaking in a moment of carelessness.I thought the Joycons were solid enough for the most part, but this thing, you could practically crack chestnuts with it. From the minute I opened the box and took it in hand, I thought ""this isn't the prettiest thing I've ever seen, but this thing is sturdy!""I charged it up right out of the box, played a bit with the wired connection (haven't had any lag problems at all in Wizard of Legend with it) and it finished charging from the Switch dock in a couple hours. Over the next month, I played with it every day when my Switch was docked (I just stopped taking hte Joycons off the main unit when docking it since getting this). It took, with about an hour or more of play per day, maybe a month before I got a ""low battery"" warning from this controller.Analog sticks are definitely taller, and face buttons are definitely bigger than the Joycons. That felt a bit odd at first, but I can switch between this and the Joycons/handheld mode for any game I own without trouble. The only difference I had to get used to is the placement of the + and - buttons; rather than being above each thumb as on the Joycons, they're between my hand here.I've had no troubles with the D-Pad, and find I rather enjoy it. Got this thing back in April, and have had no troubles at all with either analog stick or the D-Pad. (Which registers up, down, left, right, or diagonals only if I press them- no false positives at all from my Pro Controller.)Reads Amiibo just fine, I place them in the center of the controller to scan them in after I remember the right thumbstick does nothing .This is an entirely optional purchase for me, especially as I've always been more of a handheld gaming man, and am perfectly fine with the Switch's provided controller setup. But the Pro Controller is the best-feeling thing I've held that I can recall, as far as gaming goes. (Note: I've owned Game Boys, DSes, the Gamecube and Wii, and the Logitech Cordless RumblePad 2 for my PC, and that's basically it besides the 8bitdo NES30 Pro.)I have no fears of anything ever breaking this Nintendium-forged artifact, and it still looks as new as it did out of the package down to minute details. Also, the battery is massively overkill- I love it.If you think you'd like one of these, and are okay with whatever the asking price is at the moment, go right ahead. You can use it with Windows and Android phones or tablets as well, so if this controller lasts as long as my old Logitech has, $70 should average out to maybe pennies per month, especially since it works with a bunch of different machines. Planning to keep it until it wears out decades from now.",4.0 out of 5 stars,Verified Purchase,Pricy but solid,Jimbob64
"Reviewed in the United States on May 30, 2017",33 people found this helpful,"Honestly a great controller. Better of course than the Joy-Cons that come with the Switch. The analog sticks are smooth in movement, the D pad suffices, the buttons aren't too small and the triggers are nice. Being an owner of a PS4 Pro and an Xbox One S its my opinion that the Pro Switch controller is the most comfortable I've used. Ergonomic and nice to hold. Shame it doesn't come with the Switch but the controller is a luxury to have so the purchase is worth it.",5.0 out of 5 stars,Verified Purchase,"Have a Switch, then you need this!",Mord13th
"Reviewed in the United States on February 19, 2018",14 people found this helpful,"I like this controller better than their WiiU Pro. What I don’t like is the price and that in order to use your old WiiU Pro you’ll need a dongle. They should add support for them, they really should. I prefer the shape on the WiiU Pro better but this one actually feels more comfortable to me. They finally offset the analogue joysticks which makes gaming easier. 40hr battery life vs the old at 80hrs is a step back but they use the exact same battery just this one has hd rumble and an nfc reader. 40hrs is still long enough for even a hardcore gamer. You don’t need the joycons to play the switch. I brought my switch screen and this controller to work and played Mario Kart during lunch. Left the joycons at home. I like that the buttons aren’t so tiny like on the joycons. I have average adult hands and the joycons are just too small for me. I can’t use them comfortably. This is the best wireless option without a dongle.",5.0 out of 5 stars,Verified Purchase,I like this controller better than their WiiU Pro,jlo138
"Reviewed in the United States on September 27, 2017",28 people found this helpful,"This is probably the most comfortably designed controller I've ever held. The buttons are nice and big and feel great to press, the weight is good, the sticks feel great, like all Nintendo analog sticks do. HD rumble and motion controls work fine and battery life is worlds ahead of the PS4 controller. The D-pad is a step down from typically Nintendo design though, having no ball underneath the center, so every direction can be pushed in at once, which can occasionally cause problems, but I've played a ton of Tetris and shovel Knight with it and it's still pretty solid. The erganomics are stellar though, to be sure. Feels better than any other controller that I can think of and I think the Xbox one S controller is pretty top notch comfort-wise. Also, with the right Bluetooth controller adapter it can be used on the PS3 and aside from the six axis crap not being present it works perfectly. I blasted through a good portion of uncharted with it just to test it. I bought mine used too which I'm normally leery of, but it's really study and I've had no issues at all. I love it.",5.0 out of 5 stars,Verified Purchase,Great controller,Morgan Gorman
"Reviewed in the United States on January 8, 2019",8 people found this helpful,"If you are a switch owner, this is a must have controller. This is probably my favorite controller of all time. The way it fits in my hands, it becomes a part of you. The buttons are clicky and the directional pad is much better than using the joycons. The battery life is amazing and it charges quickly through USB-C.If this worked cross platform fluidly, this would be my go to controller for all video games. It's very similar to the Xbox One controller, but the grips are a little bit thinner and I'm just able to get a more solid grip than the Xbox One controller.After months of use, it still works and feels like new. The construction is solid and there's no flex in the plastic when you grip it tight during intense moments. I've gone through probably 3 Xbox one controllers because the plastic starts to squeak after a few months of use and the buttons become unresponsive. So Kudos to Nintendo for continuing to make quality controllers.The NFC tag works nicely for scanning amiibos if that's your thing.One warning, and this may have been fixed with a controller update, but after not using one of the controllers for a few months, the battery drained and would only worked while plugged in. Even with charging for a few hours, it wouldn't charge. I decided to just leave it charging for a few days (using the provided Nintendo USB C to A charger plugged into the switch) and it worked again. The battery is the same as the 3DS battery and I guess when those are drained, they take a long while to charge. So for anyone whose controller won't charge, just try leaving it charge for a day or so!",5.0 out of 5 stars,Verified Purchase,"Loved it so much, I bought two!",Keeney
"Reviewed in the United States on December 6, 2018",13 people found this helpful,"i bought this controller months ago when i first dove into the Nintendo switch for the upcoming super smash bro ultimate game that was coming out later this year. i think i used it once when i got the geezless thing when i first got it and just left it and the console plugged in for a few months seeing that i really only bought it for smash. today the day before release i thought id give the thing a go just to make sure everything was fine and ready to go for when smash releases and the stupid thing wont connect. ive updated the system, ive updated the controllers, i plugged it into the dock and the damn thing will not connect. i even did a factory reset. you hit the sync button and the lights just go back and forth endlessly. and smash is legit hours away from going live too..",1.0 out of 5 stars,Verified Purchase,$60 paper weight,Todd
"Reviewed in the United States on April 14, 2020",7 people found this helpful,"I personally love the pro controller. However, mine came completely defective straight out of the box. I even bought mine brand new figuring I’d have less of a chance of getting a defected one. I bought a pro controller about a year ago for a friend and hers works beautifully and hasn’t had any issues since- but mine came with a drifting control pad and half the buttons didn’t work, had severe lag, or didn’t have any response whatsoever. I tried updating the controller but there were no updates for it. I was having issues with my right control paddle that came with the switch console so I got the pro to avoid that, only to get a controller that had more issues right out of the box. Amazing. Nintendo has seriously forsaken the quality of their newer controllers. I expect much better from a product that costs so GD much.",1.0 out of 5 stars,Verified Purchase,Brand new but completely defective,Aeidan
"Reviewed in the United States on January 28, 2018",14 people found this helpful,"I can't imagine playing switch games without this controller. The regular controller is just a little bit off in how it's shaped and it just doesn't quite feel as comfortable as you want for most games and for playing a long time. The grips are really nice and the feel is clean and button presses are pretty crisp. This controller is very comfortable and surprisingly has the NFC built in for amiibo. The only gripe is that the NFC is in a weird spot and can be a little difficult to trigger. The battery life in this is really good and I've never gone a play session where it's gone dead. Charging doesn't seem to take that long either. If only they had more colors, like a Luigi green. The retail price is a little ridiculous, but it's worth it on sale.",5.0 out of 5 stars,Verified Purchase,The controller you need for the switch,napow
"Reviewed in the United States on January 17, 2019",11 people found this helpful,"Ended up returning. The joysticks on the controller are much different than on the joycons that come with the Nintendo switch. Personally, after playing in handheld mode, and switching to the docked version playing with the pro controller, I noticed the joysticks are much bigger and you have to push them “farther” to get any response in the game. So it felt as though there was a lag after using the joycons which have as much “smaller” or I guess “shorter”? Joystick. For me, I did not like the button design shape or size, as it did not enhance my playing experience",1.0 out of 5 stars,Verified Purchase,Joystick and button sizes are too big,catherine
"Reviewed in the United States on December 5, 2017",17 people found this helpful,"I love the artwork and color choice for this controller. As this is my first Pro Controller on the Nintendo Switch, it works great. Has the same ""rumble"" feel as the joycons (JOY CON BOYZ) and is just a lot easier in your hands which = less cramps, better ergonomics and thus gameplay is enhanced.Charges with a USB-C cable included in the box. Nothing much else to say. This is great for Xenoblade Chronicles 2/Switch fans and those who love the color theme!",5.0 out of 5 stars,Verified Purchase,Great themed Pro Controller for Xenoblade Fans!,Cool Spot
"Reviewed in the United States on March 22, 2019",11 people found this helpful,"I bought two of these. They are great controllers. Unfortunately, on one of them, the left joystick activates downward every few seconds. It has a mind of its own. This is devastating in Zelda BotW. Yea, I’ve recalibrated, blah blah. Several times. Turns out this is a regular defect. Just google it. For $60, that’s shameful. You can watch it on the calibration screen. Just randomly jolts downward when I’m not even touching it.",2.0 out of 5 stars,Verified Purchase,Bought two. One is Defective.,DJ XybepteK
"Reviewed in the United States on February 3, 2020",6 people found this helpful,"UPDATE MAY 2020: Not that badSo after I wrote my initial review, I was able to get the stripped screw off (and destroyed the grip in the process, having to order replacements from ebay). Then over the ensuing months I tore apart the controller probably 20 times, trying different variations of the tape trick to fix the D-pad with varied success. The tape did largely correct the false inputs, but at the cost of sometimes not registering button presses. In the end, I decided to take off all the tape and use it as it was originally designed to be used, and guess what? It isn't all that bad. Sure, when you do the input test in Switch settings it registers LOTS of false inputs, but this is less noticeable during actual game play. Now granted, I'm not a professional gamer, but I used the D-pad extensively to play Rayman Legends and Super Mario Maker, and it worked just fine. So in conclusion, yes, the D-pad is far from perfect, it's a major blemish in an otherwise perfect controller and a disgrace for Nintendo, but NO, it is not as bad as everyone makes it out to be. It's probably still the best Switch controller out there at the time of writing. My advice is to buy it and spend some time actually using it before buying into all the negative hype and trying to mess with it. It really isn't all that bad. (with regards to my original review, everything I had said about the design and ergonomics still holds true, even with the aftermarket replacement grips I had to install).------Original review:First off, this controller looks and feels amazing. It's probably the most ergonomic controller I've ever held, and *almost* everything about it feels extremely well-built. But I say ""almost,"" because there's one major inexcusable flaw that just ruins it for me, and that's the D-pad. If you do a quick search, you'll see that this has been an issue with Pro Controllers since the very first model. The D-pad is way too squishy, and registers incorrect inputs when you move between directions quickly. It just blows my mind, how Nintendo, the company that INVENTED the D-pad can get away with making such a poorly designed sub-par one and putting it inside their Pro controller. There IS a fix, but it requires opening the controller and putting tape on the chip. I attempted it, but ended up stripping one of the screws and now it'll be impossible to ever open it up. So I'm stuck with a $70 ""premium"" controller with a D-pad that's so imprecise that it's borderline unusable. If playing games with a D-pad is at all important to you, save yourself the headache and frustration and buy a PS4 controller and an 8bitdo or Mayflash receiver. I used to always prefer official accessories going all the way back to the NES, but sadly, this whole experience has made me lose faith in Nintendo.",4.0 out of 5 stars,Verified Purchase,Update: not that bad.,F. T.
"Reviewed in the United States on September 29, 2020",4 people found this helpful,"With 20,957 reviews and climbing fast, will you ever see mine? I specialize in tech reviews and even if not, here’s the “Pro” scoop. We compared the $70 Nintendo version to two of the highest rated generic ones, the excellent Funlab and the YCCTEAM. I will include links to those reviews below:In short, for RUMBLE effects, the Nintendo is more subtle and responsive-- the others work fine but the rumble is a bit overdone. Otherwise, the generic controllers are both terrific. Nintendo wins the battery life battle but in practical terms this is a non-issue. Who wants to be playing for 30 hours straight?(Full disclosure: 30 hours of straight gaming without recharging. Who’d want that?? We do! But we never would!)Here are those reviews that I hope may be of help in your decision:In closing, which is our favorite of the three? The Nintendo, if affordable. For a second controller, the others are very good indeed.https://www.amazon.com/review/R15WAMY85RW2IM/ref=cm_cr_srp_d_rdp_perm?ie=UTF8&ASIN=B08DKVN2TRhttps://www.amazon.com/review/RIXPPRDJ9PJV7/ref=cm_cr_srp_d_rdp_perm?ie=UTF8&ASIN=B0823BJZWJNOW GO OUT THERE AND RUMBLE!",5.0 out of 5 stars,Verified Purchase,Is the Switch Pro controller worth double the price?,Johnny
"Reviewed in the United States on August 27, 2020",4 people found this helpful,Update 8/31/20: Upgrading back to 5/5 stars! Turns out I accidentally turned motion control on without knowing it. Once I found that and turned it off the issue was gone.Please ignore my negative comment below.I bought this controller in January 2020 and up until the last week or so (August 2020) it was working great and I absolutely loved it. I was totally fine with paying what I did and would’ve happily done so again.Unfortunately around last week my controller started having an issue where the left analog stick was drifting the the left and nothing could fix it. I tried recalibrating the stick in the Nintendo Switch settings and it would fix it for about 30 seconds before it started drifting again.This issue is particularly noticeable in games like Mario Kart 8 Deluxe where my racer will start drifting to the left which makes racing almost impossible since I can’t control my own car drifting while racing.Sadly my warranty expired and I’m really annoyed that I paid so much only for it to break in less than a year. I take good care of it and always wash my hands before playing so it’s not an issue of poor treatment of the controller.I hope other people don’t have this issue but felt I should mention it since it happened to me.,5.0 out of 5 stars,Verified Purchase,Great for the first year..then drifting issues.,Blake 
